tuneID,tunegroup,updates,nclass,maxnorm,niter,nnodes,nepoch,lrate,l2,rho0,rho4,rhomax,rhopmean,membership,desired,successprop,postestrho,testrhodes
39,1,,2,,100,64,500,0.05,0.05,100,0,0.386678832,0.259312687,0,0,0,0,0
40,1,,2,,100,64,500,0.05,0.1,100,0,0.391191226,0.244411249,0,0,0,0,0
41,1,,2,,100,64,500,0.1,0,100,0,0.388121403,0.163094378,0,0,0,0,0
42,1,,2,,100,64,500,0.1,0.001,99,13,0.572883421,0.273279823,24,0,0,0,0
43,1,,2,,100,64,500,0.1,0.01,99,14,0.476815346,0.308114569,35,0,0,0,0
44,1,,2,,100,64,500,0.1,0.05,100,0,0.386774561,0.267422517,0,0,0,0,0
45,1,,2,,100,64,500,0.1,0.1,100,0,0.391192252,0.244808708,0,0,0,0,0
46,1,,2,,100,64,500,0.2,0,100,0,0.388121397,0.182778962,0,0,0,0,0
47,1,,2,,100,64,500,0.2,0.001,100,0,0.388121402,0.216198167,2,0,0,0,0
48,1,,2,,100,64,500,0.2,0.01,98,0,0.388045478,0.221813653,1,0,0,0,0
49,1,,2,,100,64,500,0.2,0.05,100,0,0.387227533,0.260862202,0,0,0,0,0
50,1,,2,,100,64,500,0.2,0.1,100,0,0.39116269,0.239557757,0,0,0,0,0
51,1,,2,,100,128,300,0.001,0,79,34,0.709493492,0.346139032,72,0,0,0,0
52,1,,2,,100,128,300,0.001,0.001,74,30,0.605972472,0.322372521,79,0,0,0,0
53,1,,2,,100,128,300,0.001,0.01,60,12,0.602353188,0.239579284,42,0,0,0,0
54,1,,2,,100,128,300,0.001,0.05,56,0,0.312285108,0.126302742,0,0,0,0,0
55,1,,2,,100,128,300,0.001,0.1,44,0,0.281983955,0.112822256,0,0,0,0,0
56,1,,2,,100,128,300,0.002,0,85,32,0.714358625,0.33286297,64,0,0,0,0
57,1,,2,,100,128,300,0.002,0.001,80,26,0.695686366,0.325881532,62,0,0,0,0
58,1,,2,,100,128,300,0.002,0.01,85,15,0.60155531,0.251039098,39,1,0.01,0,0
59,1,,2,,100,128,300,0.002,0.05,77,0,0.341395609,0.158082107,0,0,0,0,0
60,1,,2,,100,128,300,0.002,0.1,72,0,0.312337861,0.164380342,0,0,0,0,0
61,1,,2,,100,128,300,0.05,0,100,2,0.499340015,0.218299933,2,0,0,0,0
62,1,,2,,100,128,300,0.05,0.001,100,22,0.682926242,0.302468439,30,0,0,0,0
63,1,,2,,100,128,300,0.05,0.01,100,24,0.498814888,0.353106373,55,2,0.02,0,0
64,1,,2,,100,128,300,0.05,0.05,100,0,0.386688823,0.263330691,0,0,0,0,0
65,1,,2,,100,128,300,0.05,0.1,100,0,0.386699087,0.268594041,0,0,0,0,0
66,1,,2,,100,128,300,0.1,0,100,0,0.388121398,0.171536247,0,0,0,0,0
67,1,,2,,100,128,300,0.1,0.001,100,0,0.394650421,0.213660813,2,0,0,0,0
68,1,,2,,100,128,300,0.1,0.01,99,1,0.434561653,0.243094617,5,0,0,0,0
69,1,,2,,100,128,300,0.1,0.05,100,0,0.386713949,0.256153661,0,0,0,0,0
70,1,,2,,100,128,300,0.1,0.1,100,0,0.386837976,0.257030832,0,0,0,0,0
71,1,,2,,100,128,300,0.2,0,100,0,0.3881214,0.193070556,0,0,0,0,0
72,1,,2,,100,128,300,0.2,0.001,100,0,0.388121399,0.207348494,0,0,0,0,0
73,1,,2,,100,128,300,0.2,0.01,99,0,0.388995389,0.219096396,0,0,0,0,0
74,1,,2,,100,128,300,0.2,0.05,100,0,0.391038462,0.231094795,0,0,0,0,0
75,1,,2,,100,128,300,0.2,0.1,100,0,0.387119735,0.220666784,0,0,0,0,0
76,1,,2,,100,128,500,0.001,0,88,44,0.659010938,0.359589157,78,1,0.01,0,0
77,1,,2,,100,128,500,0.001,0.001,79,25,0.695750114,0.298834761,59,1,0.01,0,0
78,1,,2,,100,128,500,0.001,0.01,76,15,0.627199607,0.253159492,42,0,0,0,0
79,1,,2,,100,128,500,0.001,0.05,59,0,0.316351013,0.158978321,0,0,0,0,0
80,1,,2,,100,128,500,0.001,0.1,59,0,0.305852079,0.136652688,0,0,0,0,0
81,1,,2,,100,128,500,0.002,0,94,36,0.774132526,0.333799195,56,0,0,0,0
82,1,,2,,100,128,500,0.002,0.001,94,41,0.689443084,0.349286102,57,0,0,0,0
83,1,,2,,100,128,500,0.002,0.01,93,25,0.696092805,0.309576226,34,0,0,0,0
84,1,,2,,100,128,500,0.002,0.05,95,0,0.38000078,0.20378642,0,0,0,0,0
85,1,,2,,100,128,500,0.002,0.1,87,0,0.373211246,0.175985571,0,0,0,0,0
86,1,,2,,100,128,500,0.05,0,100,0,0.388121407,0.196815807,0,0,0,0,0
87,1,,2,,100,128,500,0.05,0.001,100,33,0.698210419,0.336446387,48,0,0,0,0
88,1,,2,,100,128,500,0.05,0.01,100,22,0.519315782,0.350994812,44,0,0,0,0
89,1,,2,,100,128,500,0.05,0.05,100,0,0.386649306,0.276281261,0,0,0,0,0
90,1,,2,,100,128,500,0.05,0.1,100,0,0.386691449,0.261986386,0,0,0,0,0
91,1,,2,,100,128,500,0.1,0,100,0,0.388121402,0.17909374,0,0,0,0,0
92,1,,2,,100,128,500,0.1,0.001,100,0,0.388121409,0.228236044,1,0,0,0,0
93,1,,2,,100,128,500,0.1,0.01,100,3,0.443053506,0.253104536,12,0,0,0,0
94,1,,2,,100,128,500,0.1,0.05,100,0,0.391188732,0.262484309,0,0,0,0,0
95,1,,2,,100,128,500,0.1,0.1,100,0,0.391191038,0.255616109,0,0,0,0,0
96,1,,2,,100,128,500,0.2,0,100,0,0.388121402,0.163529907,0,0,0,0,0
97,1,,2,,100,128,500,0.2,0.001,100,0,0.388121402,0.218556166,1,0,0,0,0
98,1,,2,,100,128,500,0.2,0.01,100,0,0.388114824,0.227257396,0,0,0,0,0
99,1,,2,,100,128,500,0.2,0.05,100,0,0.386804995,0.231440533,0,0,0,0,0
100,1,,2,,100,128,500,0.2,0.1,100,0,0.387005648,0.228280021,0,0,0,0,0
101,2,largerun,2,,500,64,500,0.002,0,483,267,0.797720829,0.411572052,356,5,0.01,0,0
102,2,,2,,500,64,500,0.002,0.005,477,239,0.722432173,0.378397231,364,1,0.002,0,0
103,2,,2,,500,64,500,0.15,0,500,0,0.388121401,0.166022155,0,0,0,0,0
104,2,,2,,500,64,500,0.05,0.001,499,330,0.744442219,0.456704227,362,12,0.024,0,0
105,2,,2,,500,128,300,0.002,0.01,400,69,0.625651266,0.252206499,181,0,0,0,0
106,2,,2,,500,128,300,0.15,0.005,496,0,0.390502594,0.221416929,2,0,0,0,0
107,2,,2,,500,128,300,0.15,0.01,494,1,0.40804234,0.233337743,6,0,0,0,0
108,2,,2,,500,128,300,0.05,0.01,499,133,0.556692888,0.353318345,255,1,0.002,0,0
109,3,largerun,2,,1000,64,500,0.05,0.001,999,657,0.8255435,0.453085477,719,22,0.022,0,0
110,3,,2,,1000,64,500,0.05,0.002,998,752,0.780481429,0.478980634,792,26,0.026,0,0
111,3,,2,,1000,64,500,0.002,0.001,937,450,0.739322262,0.371021477,663,2,0.002,0,0
112,3,,2,,1000,64,500,0.002,0.002,940,455,0.717104643,0.366358399,660,5,0.005,0,0
113,4,largerun,2,,1500,64,600,0.05,0.002,1478,1089,0.799098056,0.478544713,1218,58,0.0387,0,0
114,4,,2,,1500,64,700,0.05,0.002,1486,1116,0.764433274,0.483196297,1242,58,0.0387,0,0
115,4,,2,,1500,64,800,0.05,0.002,1485,1143,0.782281941,0.492108772,1246,70,0.0467,0,0
116,4,,2,,1500,128,600,0.05,0.002,1442,725,0.798124181,0.410220362,935,52,0.0347,0,0
117,4,,2,,1500,128,700,0.05,0.002,1448,748,0.781789135,0.413230975,922,44,0.0293,0,0
118,4,,2,,1500,128,800,0.05,0.002,1452,757,0.785726013,0.41557962,923,41,0.0273,0,0
119,4,,2,,1500,64,500,0.04,0.002,1470,1094,0.846303799,0.482832809,1209,52,0.0347,0,0
120,4,,2,,1500,64,600,0.04,0.002,1480,1144,0.772717914,0.495752329,1252,62,0.0413,0,0
121,4,,2,,500,64,700,0.04,0.002,493,377,0.738808794,0.499075131,410,25,0.05,0,0
122,4,,2,,500,64,800,0.04,0.002,494,401,0.797129222,0.514392618,423,30,0.06,0,0
123,4,,2,,500,128,600,0.04,0.002,482,298,0.850602754,0.455397341,356,18,0.036,0,0
124,4,,2,,500,128,700,0.04,0.002,494,316,0.767189666,0.458561512,356,16,0.032,0,0
125,4,,2,,500,128,800,0.04,0.002,492,308,0.814169573,0.463647923,356,12,0.024,0,0
126,4,,2,,500,64,500,0.03,0.002,491,359,0.765845243,0.482090807,395,14,0.028,0,0
127,4,,2,,500,64,600,0.03,0.002,495,368,0.802478615,0.498046081,398,19,0.038,0,0
128,4,,2,,500,64,700,0.03,0.002,488,353,0.810872059,0.495152207,395,25,0.05,0,0
129,4,,2,,500,64,800,0.03,0.002,496,368,0.852988714,0.504997319,403,27,0.054,0,0
130,4,,2,,500,128,600,0.03,0.002,489,334,0.786177204,0.490959979,381,11,0.022,0,0
131,4,,2,,500,128,700,0.03,0.002,487,319,0.785038848,0.480696204,360,22,0.044,0,0
132,4,,2,,500,128,800,0.03,0.002,493,340,0.843432998,0.490999426,369,28,0.056,0,0
133,5,validation,2,,500,64,500,0.01,0.002,491,419,0.808579661,0.547533423,447,0,0,151,
134,5,,2,,500,64,500,0.02,0.002,493,429,0.834057719,0.559904084,443,0,0,207,
135,5,,2,,500,64,500,0.03,0.002,495,424,0.831623858,0.550827187,456,0,0,216,
136,5,,2,,500,64,500,0.04,0.002,496,413,0.810066906,0.52979011,441,0,0,249,
137,5,,2,,500,64,500,0.05,0.002,497,402,0.798122591,0.509796771,436,0,0,285,
138,5,,2,,500,64,500,0.01,0.003,493,429,0.799156533,0.55066759,459,0,0,168,
139,5,,2,,500,64,500,0.02,0.003,497,437,0.823353513,0.562794182,462,0,0,210,
140,5,,2,,500,64,500,0.03,0.003,495,445,0.835415134,0.561749177,466,0,0,240,
141,5,,2,,500,64,500,0.04,0.003,497,430,0.808717112,0.538337218,462,1,0.002,273,0.009
142,5,,2,,500,64,500,0.05,0.003,495,424,0.741574868,0.516678031,459,1,0.002,306,0.042
143,5,,2,,500,64,500,0.01,0.004,495,418,0.79230409,0.538305881,452,0,0,237,
144,5,,2,,500,64,500,0.02,0.004,500,428,0.77843479,0.55615224,454,0,0,226,
145,5,,2,,500,64,500,0.03,0.004,497,436,0.754282839,0.543264673,473,0,0,272,
146,5,,2,,500,64,500,0.04,0.004,494,419,0.750557521,0.510777041,449,0,0,312,
147,5,,2,,500,64,500,0.05,0.004,496,412,0.714054744,0.500063765,459,0,0,334,
148,5,,2,,500,64,500,0.01,0.005,497,378,0.767964192,0.512149148,417,0,0,312,
149,5,,2,,500,64,500,0.02,0.005,497,410,0.786128902,0.526415166,437,0,0,308,
150,5,,2,,500,64,500,0.03,0.005,497,414,0.756419272,0.515422608,438,0,0,341,
151,5,,2,,500,64,500,0.04,0.005,498,402,0.746786913,0.495223037,459,1,0.002,366,0.048
152,5,,2,,500,64,500,0.05,0.005,493,354,0.701721497,0.460801391,436,2,0.004,394,0.029
153,6,nepochreduce,2,,300,64,500,0.01,0.002,292,248,0.814557627,0.534675412,270,0,0,82,
154,6,,2,,300,64,500,0.03,0.002,299,274,0.805919164,0.56409428,282,1,0.003333333,126,0.019
155,6,,2,,300,64,500,0.05,0.002,296,238,0.814002579,0.516868487,260,1,0.003333333,167,0.024
156,6,,2,,300,64,500,0.01,0.003,296,257,0.765459236,0.553075698,284,0,0,108,
157,6,,2,,300,64,500,0.03,0.003,298,269,0.78687478,0.558404595,278,0,0,149,
158,6,,2,,300,64,500,0.05,0.003,296,241,0.796617427,0.517967382,269,0,0,176,
159,6,,2,,300,64,500,0.01,0.004,293,241,0.728645547,0.530447177,265,0,0,141,
160,6,,2,,300,64,500,0.03,0.004,300,257,0.766991952,0.538889522,274,0,0,170,
161,6,,2,,300,64,500,0.05,0.004,300,246,0.70403251,0.492855168,272,3,0.01,211,0.051
162,6,,2,,300,64,500,0.01,0.005,297,235,0.777169109,0.513866049,251,0,0,194,
163,6,,2,,300,64,500,0.03,0.005,298,231,0.713348813,0.506554677,261,3,0.01,209,0.04
164,6,,2,,300,64,500,0.05,0.005,298,231,0.70084551,0.475251284,271,5,0.016666667,236,0.041
165,7,6selected,2,,300,64,300,0.01,0.002,291,230,0.784356967,0.498311903,262,0,0,108,
166,7,,2,,300,64,300,0.03,0.002,299,245,0.749516696,0.519831275,262,0,0,169,
167,7,,2,,300,64,300,0.05,0.002,297,229,0.723138795,0.486366105,243,0,0,204,
168,7,,2,,300,64,300,0.01,0.003,295,235,0.731188922,0.499524891,262,0,0,141,
169,7,,2,,300,64,300,0.03,0.003,293,246,0.746279147,0.52145261,257,2,0.006666667,186,0.022
170,7,,2,,300,64,300,0.05,0.003,298,223,0.713752691,0.478118717,259,2,0.006666667,213,0.015
171,7,,2,,300,64,300,0.01,0.004,295,212,0.718835496,0.465337777,263,1,0.003333333,175,0.054
172,7,,2,,300,64,300,0.03,0.004,297,234,0.710939902,0.498935567,263,2,0.006666667,216,0.063
173,7,,2,,300,64,300,0.05,0.004,298,214,0.662598595,0.444811784,254,6,0.02,245,0.04
174,8,fullfinal,2,1,1000,64,200,0.03,0.002,1000,761,0.778067166,0.479594794,817,7,0.007,661,0.048
175,8,,2,1,1000,64,200,0.03,0.003,1000,750,0.709871536,0.472442539,855,8,0.008,720,0.056
176,8,,2,1,1000,64,200,0.05,0.002,1000,693,0.713058478,0.449929116,781,8,0.008,774,0.041
177,8,,2,1,1000,64,200,0.05,0.004,999,647,0.668877576,0.43075146,843,38,0.038,913,0.058
178,8,,2,1,1000,64,200,0.03,0.005,1000,603,0.67279702,0.419740613,777,32,0.032,942,0.067
179,8,,2,1,1000,64,200,0.05,0.005,1000,564,0.639221298,0.402371153,786,43,0.043,978,0.078
180,8,,2,1,1000,64,200,0.04,0.002,997,727,0.748418021,0.462455927,812,3,0.003,712,0.085
181,8,,2,1,1000,64,200,0.04,0.004,1000,699,0.698190437,0.446280497,846,17,0.017,875,0.063
182,8,,2,1,1000,64,200,0.04,0.005,999,580,0.663921606,0.41470024,774,36,0.036,939,0.076
183,8,,2,1,1000,64,300,0.03,0.002,1000,814,0.817276726,0.514543854,863,1,0.001,592,0.003
184,8,,2,1,1000,64,300,0.03,0.003,999,814,0.794123766,0.508658352,863,3,0.003,635,0.063
185,8,,2,1,1000,64,300,0.05,0.002,999,775,0.808320669,0.490711886,826,3,0.003,700,0.061
186,8,,2,1,1000,64,300,0.05,0.004,1000,741,0.728131352,0.464992839,871,20,0.02,842,0.043
187,8,,2,1,1000,64,300,0.03,0.005,1000,715,0.709429896,0.461971193,810,12,0.012,851,0.047
188,8,,2,1,1000,64,300,0.05,0.005,999,660,0.644941638,0.432474179,816,36,0.036,914,0.066
189,8,,2,1,1000,64,300,0.04,0.002,999,825,0.762518606,0.507960074,847,3,0.003,620,0.05
190,8,,2,1,1000,64,300,0.04,0.004,1000,798,0.719237075,0.483676115,867,12,0.012,788,0.036
191,8,,2,1,1000,64,300,0.04,0.005,999,738,0.692995542,0.46215184,854,24,0.024,874,0.063
192,8,,2,1,1000,64,500,0.03,0.002,1000,885,0.869115022,0.558335916,900,2,0.002,491,0.013
193,8,,2,1,1000,64,500,0.03,0.003,999,911,0.809605395,0.566694523,945,2,0.002,483,0.015
194,8,,2,1,1000,64,500,0.05,0.002,998,834,0.817372038,0.521885968,870,3,0.003,598,0.036
195,8,,2,1,1000,64,500,0.05,0.004,998,861,0.725396102,0.511122499,923,13,0.013,723,0.054
196,8,,2,1,1000,64,500,0.03,0.005,1000,805,0.787188469,0.514875972,848,8,0.008,739,0.051
197,8,,2,1,1000,64,500,0.05,0.005,1000,784,0.700272758,0.47285061,882,32,0.032,830,0.048
198,8,,2,1,1000,64,500,0.04,0.002,1000,854,0.80150036,0.542078179,909,1,0.001,550,0.036
199,8,,2,1,1000,64,500,0.04,0.004,1000,884,0.800391128,0.536635793,922,11,0.011,658,0.053
200,8,,2,1,1000,64,500,0.04,0.005,999,837,0.743161356,0.501564404,885,12,0.012,772,0.047
201,9,fullfinal128,2,1,1000,128,200,0.05,0.004,994,453,0.641554555,0.375172561,633,16,0.016,940,0.062
202,9,,2,1,1000,128,200,0.03,0.005,999,633,0.693351674,0.434782493,766,22,0.022,855,0.053
203,9,,2,1,1000,128,200,0.05,0.005,993,469,0.619141487,0.380104595,646,29,0.029,962,0.081
204,9,,2,1,1000,128,200,0.04,0.004,996,576,0.703837523,0.412319669,699,15,0.015,889,0.052
205,9,,2,1,1000,128,200,0.04,0.005,998,552,0.694745614,0.400792734,725,20,0.02,940,0.073
206,9,,2,1,1000,128,300,0.05,0.004,995,585,0.699463019,0.415992994,703,26,0.026,866,0.049
207,9,,2,1,1000,128,300,0.03,0.005,999,746,0.759179912,0.481740275,832,6,0.006,760,0.083
208,9,,2,1,1000,128,300,0.05,0.005,994,532,0.674059268,0.40435564,714,33,0.033,918,0.073
209,9,,2,1,1000,128,300,0.04,0.004,997,686,0.759383145,0.461616038,787,13,0.013,774,0.051
210,9,,2,1,1000,128,300,0.04,0.005,1000,662,0.690604988,0.445359664,793,14,0.014,864,0.042
211,9,,2,1,1000,128,500,0.05,0.004,999,668,0.741747321,0.455326884,778,21,0.021,806,0.054
212,9,,2,1,1000,128,500,0.03,0.005,999,868,0.785575222,0.543943341,898,5,0.005,664,0.06
213,9,,2,1,1000,128,500,0.05,0.005,997,646,0.713702231,0.443824284,782,20,0.02,856,0.056
214,9,,2,1,1000,128,500,0.04,0.004,997,764,0.742666223,0.49992964,836,7,0.007,686,0.058
215,9,,2,1,1000,128,500,0.04,0.005,996,777,0.786620758,0.494417402,828,6,0.006,756,0.088
216,10,compRef,2,1,500,64,200,0.05,0.004,499,323,0.668877576,0.43075146,421,19,0.038,456,0.058
217,10,,2,1,500,64,300,0.04,0.005,499,369,0.692995542,0.46215184,427,12,0.024,437,0.063
218,10,,2,1,500,64,300,0.05,0.004,500,370,0.728131352,0.464992839,435,10,0.02,421,0.043
219,10,,2,1,500,64,300,0.05,0.005,499,330,0.644941638,0.432474179,408,18,0.036,457,0.066
220,10,,2,1,500,64,500,0.05,0.005,500,392,0.700272758,0.47285061,441,16,0.032,415,0.048
221,10,,2,1,500,128,200,0.03,0.005,499,316,0.693351674,0.434782493,383,11,0.022,427,0.053
222,10,,2,1,500,128,500,0.05,0.004,499,334,0.741747321,0.455326884,389,10,0.021,403,0.054
223,10,,2,1,500,128,500,0.05,0.005,498,323,0.713702231,0.443824284,391,10,0.02,428,0.056
224,11,NoMaxNorm,2,999,500,64,200,0.05,0.004,500,302,0.650971751,0.425619983,393,14,0.028,474,0.058
225,11,,2,999,500,64,300,0.04,0.005,500,350,0.695057709,0.442051451,422,13,0.026,450,0.068
226,11,,2,999,500,64,300,0.05,0.004,498,333,0.665544669,0.442435422,400,13,0.026,436,0.052
227,11,,2,999,500,64,300,0.05,0.005,500,299,0.65857621,0.423352102,406,21,0.042,460,0.069
228,11,,2,999,500,64,500,0.05,0.005,500,357,0.697908401,0.451417181,415,17,0.034,429,0.049
229,11,,2,999,500,128,200,0.03,0.005,500,284,0.67272783,0.408570726,365,14,2.80%,445,0.063
230,11,,2,999,500,128,500,0.05,0.004,497,279,0.715971716,0.430094604,332,6,1.20%,415,0.067
231,11,,2,999,500,128,500,0.05,0.005,497,281,0.687757775,0.415392187,335,12,2.40%,429,0.063
232,12,NoNegReluNorm1,2,1,500,64,200,0.05,0.004,500,499,0.697775997,0.528556199,312,127,25.40%,497,0.345
233,12,,2,1,500,64,300,0.04,0.005,500,500,0.721209412,0.559334675,362,166,33.20%,495,0.324
234,12,,2,1,500,64,300,0.05,0.004,500,500,0.74546847,0.558234589,366,184,36.80%,495,0.295
235,12,,2,1,500,64,300,0.05,0.005,500,500,0.723586143,0.545966663,372,235,47.00%,499,0.35
236,12,,2,1,500,64,500,0.05,0.005,500,500,0.749290071,0.574791757,406,271,54.20%,496,0.317
237,12,,2,1,500,128,200,0.03,0.005,500,498,0.720470438,0.557951409,380,73,14.60%,467,0.315
238,12,,2,1,500,128,500,0.05,0.004,500,496,0.778726539,0.543827264,328,195,39.00%,488,0.301
239,12,,2,1,500,128,500,0.05,0.005,498,495,0.725134265,0.544321979,349,253,50.60%,499,0.326
240,13,NoNormNoNegTimes2,2,999,250,64,200,0.05,0.004,250,247,0.681498678,0.525393769,161,67,26.80%,241,0.333
241,13,,2,999,250,64,300,0.04,0.005,250,250,0.704468155,0.554792847,184,70,28.00%,248,0.314
242,13,,2,999,250,64,300,0.05,0.004,250,249,0.742664992,0.544967141,175,71,28.40%,246,0.316
243,13,,2,999,250,64,300,0.05,0.005,250,249,0.731139721,0.541335366,170,92,36.80%,250,0.342
244,13,,2,999,250,64,500,0.05,0.005,250,250,0.722455327,0.560028993,189,112,44.80%,249,0.33
245,13,,2,999,250,128,200,0.03,0.005,250,245,0.713044676,0.532107548,168,23,9.20%,225,0.323
246,13,,2,999,250,128,500,0.05,0.004,250,249,0.758716144,0.509416862,110,77,30.80%,247,0.306
247,14,Norm3,2,3,100,64,200,0.05,0.004,100,100,0.706058175,0.542461914,70,28,28.00%,99,0.335
248,14,,2,3,100,64,300,0.04,0.005,100,99,0.721943757,0.562270288,71,25,25.00%,100,0.304
249,14,,2,3,100,64,300,0.05,0.004,100,100,0.667867392,0.539381329,68,26,26.00%,99,0.314
250,14,,2,3,100,64,300,0.05,0.005,100,100,0.710467313,0.55435488,75,45,45.00%,99,0.339
251,14,,2,3,100,64,500,0.05,0.005,100,100,0.713775951,0.564964889,76,56,56.00%,100,0.309
252,14,,2,3,100,128,200,0.03,0.005,100,99,0.722147796,0.542775228,69,14,14.00%,90,0.294
253,14,,2,3,100,128,500,0.05,0.004,99,98,0.739408178,0.522252486,54,36,36.00%,98,0.293
254,15,FinalNorm2,2,2,500,64,300,0.02,0.002,500,500,0.836105654,0.622904104,413,19,3.80%,220,0.284
255,15,,2,2,500,64,300,0.02,0.004,500,496,0.756055329,0.549662337,366,43,8.60%,423,0.342
256,15,,2,2,500,64,300,0.02,0.007,500,471,0.636208742,0.439783217,126,39,7.80%,493,0.444
257,15,,2,2,500,64,300,0.02,0.01,500,474,0.544701622,0.410046166,15,8,1.60%,500,0.463
258,15,,2,2,500,128,300,0.02,0.005,500,498,0.736413235,0.561735139,383,46,9.20%,420,0.33
259,15,,2,2,500,64,300,0.03,0.002,500,488,0.779890417,0.535436318,316,49,9.80%,422,0.298
260,15,,2,2,500,64,300,0.03,0.004,500,499,0.694088534,0.521494104,325,73,14.60%,489,0.372
261,15,,2,2,500,64,300,0.03,0.007,500,494,0.601078141,0.441989654,110,66,13.20%,499,0.463
262,15,,2,2,500,64,300,0.03,0.01,500,490,0.476971204,0.415979013,17,9,1.80%,500,0.462
263,15,,2,2,500,128,300,0.03,0.005,500,493,0.688712396,0.514661644,303,72,14.40%,482,0.384
264,15,,2,2,500,64,300,0.04,0.002,500,495,0.737896243,0.521895679,299,57,11.40%,455,0.32
265,15,,2,2,500,64,300,0.04,0.004,500,498,0.727062012,0.515624723,305,117,23.40%,498,0.392
266,15,,2,2,500,64,300,0.04,0.007,500,499,0.618849863,0.44891809,144,98,19.60%,500,0.463
267,15,,2,2,500,64,300,0.04,0.01,500,495,0.477281079,0.420218303,26,23,4.60%,500,0.46
268,15,,2,2,500,128,300,0.04,0.005,499,495,0.727225219,0.49621734,270,128,25.60%,498,0.4
269,15,,2,2,500,64,300,0.05,0.002,500,494,0.759039106,0.513285614,265,61,12.20%,465,0.312
270,15,,2,2,500,64,300,0.05,0.004,500,498,0.667145318,0.506140147,294,142,28.40%,500,0.407
271,15,,2,2,500,64,300,0.05,0.007,500,497,0.599924672,0.449873765,170,134,26.80%,500,0.468
